host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
13215810,Emilie,2014,Mar-17,2580944,Oud-Oost,Amsterdam,North Holland,1091 XS,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,2,a few days or more,0.4,3,100,10,9,9,10,9,8
13221352,Irmina,2014,Mar-17,2581889,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1079 XJ,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,75,1,0,2,within a few hours,1,10,96,9,10,10,10,9,9
13230171,Joost,2014,Mar-17,4321850,Centrum-West,Amsterdam,North Holland,1016 AL,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,199,2,50,1,within a day,0.5,2,90,9,9,8,9,10,8
13250666,Wely,2014,Mar-18,2603354,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,59,2,29,4,within a few hours,1,32,85,9,9,9,9,10,9
13251049,Mandy,2014,Mar-18,2589432,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,30,2,within an hour,1,43,91,10,9,10,10,10,9
13270719,Igor,2014,Mar-18,2592291,Noord-West,Amsterdam,North Holland,1036,Netherlands,House,Entire home/apt,4,1,2,4,Real Bed,130,4,35,1,within a few hours,0.71,10,93,9,9,9,9,8,9
13291513,Al,2014,Mar-19,2631529,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,9,1.5,3,9,Real Bed,450,8,50,1,within a few hours,1,9,93,9,9,9,10,10,9
13291513,Al,2014,Mar-19,2859758,Centrum-West,Amsterdam,North Holland,1012 RD,Netherlands,Apartment,Entire home/apt,4,1,0,4,Real Bed,200,1,0,1,within a few hours,1,1,100,10,10,10,10,10,10
13306329,Cornelia,2014,Mar-19,2598472,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,114,1,0,2,within a day,0.88,8,97,10,10,9,10,10,9
13312750,Marijntje,2014,Mar-19,5072454,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1074 SP,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,3,within an hour,1,4,100,10,10,10,10,10,10
13313775,Daniel,2014,Mar-19,4591253,De Baarsjes - Oud-West,Amsterdam,North Holland,1054AJ,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,75,1,15,1,within an hour,1,1,100,10,10,10,10,10,10
13329890,Giorgia,2014,Mar-20,4771727,Zuid,Amsterdam,Noord-Holland,1075VS,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,1,0,1,within a day,0.7,1,100,10,10,10,10,10,10
13334944,Karen,2014,Mar-20,5555565,Westerpark,Amsterdam,Noord-Holland,1052,Netherlands,Apartment,Entire home/apt,3,1,1,3,Real Bed,70,2,20,2,within an hour,1,1,80,10,6,10,10,6,6
13340101,Jan Arie,2014,Mar-20,3309306,Centrum-West,Amsterdam,North Holland,1012,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,130,1,0,3,within a day,0.85,43,95,10,9,10,10,10,9
13348788,Rob,2014,Mar-20,2606699,Zuid,Amsterdam,North Holland,1071 SB,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,110,1,0,3,within an hour,0.96,3,100,10,9,10,9,10,10
13351931,Bart,2014,Mar-20,2607319,Zuid,Amsterdam,North Holland,1059,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,135,1,25,2,within a few hours,0.91,15,97,10,10,10,10,9,8
13352408,Charlotte,2014,Mar-20,2607401,Geuzenveld - Slotermeer,Amsterdam,North Holland,1055,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,199,4,0,2,within a few hours,0.76,8,100,10,10,10,10,9,10
13357905,Jan  Willem,2014,Mar-20,3720623,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,1,N/A,N/A,0,,,,,,,
13364086,Bart,2014,Mar-21,4190508,Zuid,Amsterdam,North Holland,1076 JB,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,125,1,0,3,within a few hours,0.9,6,97,10,10,10,9,10,9
13372258,Zeger,2014,Mar-21,4159987,Centrum-West,Amsterdam,North Holland,1013 HW,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,1,within a day,0.9,1,80,8,10,8,10,10,8
13374696,Laurent,2014,Mar-21,3297500,Centrum-West,Amsterdam,North Holland,1012NS,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,2,25,2,within a day,0.79,44,88,9,9,9,9,9,8
13374696,Laurent,2014,Mar-21,4276814,Centrum-West,Amsterdam,North Holland,1012 JM,Netherlands,Apartment,Entire home/apt,4,1,0,1,Real Bed,120,2,25,2,within a day,0.79,1,100,8,8,10,10,10,2
13374696,Laurent,2014,Mar-21,2985193,Centrum-West,Amsterdam,North Holland,1012 NS,Netherlands,Apartment,Entire home/apt,2,1,0,2,Real Bed,120,2,0,2,within a day,0.79,38,91,9,9,10,10,10,9
13381627,Dezwartekat,2014,Mar-21,2613187,Noord-Oost,Amsterdam,North Holland,1024 PS,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,60,1,0,2,within an hour,0.92,17,94,9,10,10,10,9,9
13383797,Özlem,2014,Mar-21,5313557,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1073GJ,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,2,40,2,within an hour,1,0,,,,,,,
13386969,Leontien,2014,Mar-21,2963391,De Baarsjes - Oud-West,Amsterdam,North Holland,1056 JH,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,2,within a few hours,1,6,97,9,10,10,10,10,10
13386969,Leontien,2014,Mar-21,5487223,De Baarsjes - Oud-West,Amsterdam,NH,1054 MX,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,2,within a few hours,1,0,,,,,,,
13398621,Jeroen,2014,Mar-22,2616337,Zuid,Amsterdam,North Holland,1076,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,99,1,0,1,N/A,N/A,0,,,,,,,
13402636,Mirjam,2014,Mar-22,2634415,Zuid,Amsterdam,North Holland,1071 KX,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,220,2,50,3,within an hour,1,1,91,8,10,10,10,10,8
13405827,Jan-Willem,2014,Mar-22,5275685,Centrum-West,Amsterdam,Noord-Holland,1016 JA,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,185,1,0,2,within a day,0.85,1,60,8,6,8,10,10,6
13405827,Jan-Willem,2014,Mar-22,5302114,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 JC,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,225,1,0,2,within a day,0.83,0,,,,,,,
13405827,Jan-Willem,2014,Mar-22,2982297,Centrum-West,Amsterdam,North Holland,1016 TS,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,2,within a day,0.85,1,,,,,,,
13405827,Jan-Willem,2014,Mar-22,5119151,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 JC,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,185,1,0,2,within a day,0.83,0,,,,,,,
13405827,Jan-Willem,2014,Mar-22,3951490,Centrum-West,Amsterdam,Noord-Holland,1012 BG,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,100,2,within a day,0.85,10,95,10,9,9,9,10,9
13405827,Jan-Willem,2014,Mar-22,5598112,Centrum-West,Amsterdam,Noord-Holland,1013 KN,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,1,0,2,within a day,0.83,1,,,,,,,
13405827,Jan-Willem,2014,Mar-22,5198009,Centrum-West,Amsterdam,Noord-Holland,1016 KT,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,115,1,0,2,within a day,0.85,0,,,,,,,
13405827,Jan-Willem,2014,Mar-22,5597547,Centrum-West,Amsterdam,Noord-Holland,1013 KN,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,105,1,0,2,within a day,0.83,1,,,,,,,
13419053,Auke,2014,Mar-22,3406912,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,Apartment,Entire home/apt,4,1,2,4,Real Bed,210,1,0,2,within an hour,1,4,100,10,10,10,10,10,10
13429583,Robert,2014,Mar-23,4478657,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094 EB,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,15,2,within a day,0.75,7,100,10,10,10,10,9,9
13429918,Bettina,2014,Mar-23,4460237,Centrum-Oost,Amsterdam,North Holland,1017,Netherlands,House,Entire home/apt,2,1,1,1,Real Bed,99,2,0,2,a few days or more,0.2,5,92,8,10,10,10,10,8
13432795,René & Wilma,2014,Mar-23,3764877,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Bed & Breakfast,Entire home/apt,4,1,2,2,Real Bed,139,2,25,3,within a few hours,1,20,92,9,10,10,10,10,10
13438423,Hilke,2014,Mar-23,2625330,Centrum-West,Amsterdam,Noord-Holland,1016,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,160,2,20,1,within a few hours,1,2,100,10,10,10,10,8,8
13444284,Moon,2014,Mar-23,5334863,Zuid,Amsterdam,Noord-Holland,1077,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,70,1,0,1,within a few hours,0.83,0,,,,,,,
13444594,Kamila,2014,Mar-23,2625182,Westerpark,Amsterdam,North Holland,1051GA,Netherlands,Apartment,Entire home/apt,2,1,0,1,Real Bed,90,1,0,3,within a few hours,1,5,92,8,9,10,10,9,8
13449732,Laetitia,2014,Mar-23,2626134,Slotervaart,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,6,1,3,6,Real Bed,300,2,0,3,within a few hours,1,3,100,10,10,10,10,10,10
13455730,Monique,2014,Mar-23,4109689,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 BK,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,80,1,0,1,within an hour,1,3,100,10,9,10,10,9,10
13458522,Jan,2014,Mar-23,5488050,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1095TR,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,40,1,0,1,N/A,N/A,4,85,9,9,10,9,9,10
13473232,Anne-Marie,2014,Mar-24,4434658,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1072,Netherlands,Bed & Breakfast,Private room,2,1,1,2,Real Bed,125,1,0,1,within a day,1,2,90,10,10,10,10,10,9
13473232,Anne-Marie,2014,Mar-24,4609910,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,125,1,0,1,within a day,1,2,100,10,10,10,10,10,9
13473450,Anna,2014,Mar-24,2630307,Bijlmer-Oost,Amsterdam-Zuidoost,North Holland,1103,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,1,10,4,within a few hours,1,4,100,9,9,10,10,9,9
13476825,Your Amsterdam Home,2014,Mar-24,5857466,Oud-Oost,Amsterdam,Noord-Holland,1091,Netherlands,Apartment,Entire home/apt,5,1.5,1,2,Real Bed,130,2,25,3,within a few hours,1,0,,,,,,,
13476825,Your Amsterdam Home,2014,Mar-24,3837529,Centrum-West,Amsterdam,North Holland,1015BD,Netherlands,Boat,Entire home/apt,4,2,2,2,Real Bed,180,2,20,2,within a few hours,1,7,91,9,9,9,10,9,8
13487234,Agaath,2014,Mar-24,2633912,Centrum-West,Amsterdam,North Holland,1013 JX,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,121,1,0,2,within a few hours,1,6,100,9,10,10,10,9,10
13488521,Nielz,2014,Mar-24,5379462,Zuid,Amsterdam,North Holland,1058PD,Netherlands,Apartment,Entire home/apt,6,1,2,4,Real Bed,250,1,0,1,within an hour,0.89,0,,,,,,,
13488521,Nielz,2014,Mar-24,3794611,De Aker - Nieuw Sloten,Amsterdam,Noord-Holland,,Netherlands,Apartment,Entire home/apt,6,1,2,5,Real Bed,130,1,0,1,within an hour,0.89,22,86,9,8,9,10,8,9
13493759,Tina En Johann,2014,Mar-24,2635206,IJburg - Zeeburgereiland,Amsterdam,North Holland,1095 KK,Netherlands,Bed & Breakfast,Private room,4,1,1,4,Real Bed,65,2,25,1,within an hour,1,23,92,10,10,9,10,8,9
13495996,Elias,2014,Mar-24,3762105,Westerpark,Amsterdam,North Holland,1051 TM,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,1,0,2,within a day,0.69,11,95,10,9,10,10,9,9
13498881,Wouter,2014,Mar-24,3691842,Centrum-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,2,40,2,within a few hours,1,6,90,10,8,10,10,9,8
13500074,Robert,2014,Mar-24,5615074,Slotervaart,Amsterdam,Noord-Holland,1057,Netherlands,Apartment,Entire home/apt,5,1,2,3,Real Bed,216,1,0,2,within an hour,1,0,,,,,,,
13519595,Yaniv,2014,Mar-25,2640530,Watergraafsmeer,Amsterdam,North Holland,1097 AB,Netherlands,Apartment,Private room,3,1,1,2,Real Bed,80,1,0,5,within an hour,1,4,95,9,9,10,10,10,10
13523997,Alexandra,2014,Mar-25,2641417,Bos en Lommer,Amsterdam,North Holland,1055LR,Netherlands,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,100,2,25,2,within a day,0.6,13,95,10,9,10,10,9,9
13527034,Veerle,2014,Mar-25,2657675,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,2,within a day,1,6,93,10,9,10,10,10,10
13527741,Mischa,2014,Mar-25,3982031,Centrum-Oost,Amsterdam,North Holland,1017 LE,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,116,1,0,2,within an hour,1,8,90,9,9,9,10,10,9
13531082,Michiel,2014,Mar-25,4451586,Buitenveldert - Zuidas,Amsterdam,North Holland,1082,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,3,N/A,N/A,2,90,9,10,9,9,10,10
13533041,Birgit & Niels,2014,Mar-25,3780459,Bos en Lommer,Amsterdam,North Holland,1056PD,Netherlands,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,95,3,30,3,within a day,1,1,100,10,10,10,10,10,10
13536541,Gabriel,2014,Mar-25,2815970,Zuid,Ámsterdam,North Holland,1059,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,85,2,25,2,within an hour,0.97,32,93,10,10,10,10,9,10
13542672,Margot,2014,Mar-25,3278892,Zuid,Amsterdam,North Holland,1058 SV,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,4,N/A,N/A,1,100,10,10,10,10,10,10
13550986,Harry,2014,Mar-26,2646464,Watergraafsmeer,Amsterdam,North Holland,1097,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,59,1,0,2,within a few hours,1,11,91,9,9,10,10,9,9
13552775,Laurens,2014,Mar-26,2991081,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 CR,Netherlands,Apartment,Entire home/apt,2,1,2,1,Real Bed,135,1,0,2,within a day,0.9,17,99,10,10,10,10,10,10
13555551,Nadia,2014,Mar-26,2647617,Westerpark,Amsterdam,North Holland,1051 VM,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,25,4,within a day,0.57,9,93,9,10,10,10,10,9
13565310,Lukie,2014,Mar-26,5832836,Westerpark,Amsterdam,Noord-Holland,1051 GX,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,1,within a day,0.81,0,,,,,,,
13572361,Inger,2014,Mar-26,4530308,Watergraafsmeer,Amsterdam,Noord-Holland,1098 VV,Netherlands,House,Entire home/apt,5,1,3,5,Real Bed,195,6,25,3,within a few hours,0.9,0,,,,,,,
13575908,Doreen,2014,Mar-26,4970254,Centrum-West,Amsterdam,Noord-Holland,1054,Netherlands,House,Private room,2,1,1,1,Real Bed,100,2,60,1,N/A,N/A,0,,,,,,,
13582446,Wei,2014,Mar-26,5789131,De Aker - Nieuw Sloten,Amsterdam,Noord-Holland,1060 ST,Netherlands,Apartment,Entire home/apt,3,1,,2,Real Bed,296,1,0,1,N/A,N/A,0,,,,,,,
13591650,Nieske,2014,Mar-27,2655017,Geuzenveld - Slotermeer,Amsterdam,North Holland,1063,Netherlands,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,1,0,2,N/A,N/A,4,90,10,10,9,9,7,10
13593226,Hugo,2014,Mar-27,2655651,Centrum-West,Amsterdam,North Holland,1012 TA,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,250,1,0,2,within a few hours,0.93,50,98,10,10,10,10,10,10
13593226,Hugo,2014,Mar-27,5533862,Centrum-West,Amsterdam,Noord-Holland,1012,Netherlands,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,280,1,0,2,within a few hours,0.93,0,,,,,,,
13601914,Johannes,2014,Mar-27,2657615,Centrum-West,Amsterdam,North Holland,1012 GE,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,2,within an hour,1,81,91,9,9,10,9,9,9
13602079,Joep,2014,Mar-27,2859167,Oud-Oost,Amsterdam,North Holland,1091 CV,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,3,within an hour,1,11,93,9,9,10,10,10,10
13623665,Arun,2014,Mar-28,2661450,Centrum-West,Amsterdam,North Holland,1016,Netherlands,Apartment,Entire home/apt,5,2,2,5,Real Bed,350,1,0,7,N/A,N/A,0,,,,,,,
13629179,Michelle,2014,Mar-28,4063821,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 GJ,Netherlands,Apartment,Entire home/apt,4,1.5,1,1,Real Bed,60,2,10,3,within an hour,1,0,,,,,,,
13632587,Ewa,2014,Mar-28,2663416,Bos en Lommer,Amsterdam,North Holland,1055PP,Netherlands,Apartment,Entire home/apt,2,0.5,0,1,Pull-out Sofa,65,2,10,1,within a few hours,0.96,29,84,9,9,9,9,8,8
13633315,Flavia,2014,Mar-28,2663561,Centrum-West,Amsterdam,North Holland,1012 RV,Netherlands,Bed & Breakfast,Private room,2,1,1,1,Real Bed,120,1,0,2,within a few hours,1,10,92,10,10,10,10,10,9
13640003,Mark & Sabine,2014,Mar-28,2665032,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,3,within an hour,1,57,100,10,10,10,10,10,10
13645556,Sam,2014,Mar-28,2789134,Bos en Lommer,Amsterdam,North Holland,1055 NH,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,65,1,0,2,within a day,0.63,11,91,10,8,9,9,9,9
13652696,Nicole,2014,Mar-29,3030988,Buitenveldert - Zuidas,Amsterdam,North Holland,1081 JL,Netherlands,House,Entire home/apt,8,1.5,4,6,Real Bed,175,4,25,2,a few days or more,0.4,1,100,10,10,10,10,10,10
13659182,Wimie,2014,Mar-29,2668398,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,Apartment,Entire home/apt,3,1,2,3,Real Bed,115,0,0,3,within a few hours,1,7,97,9,9,10,9,9,9
13661100,Galit,2014,Mar-29,2668739,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072SE,Netherlands,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,100,2,40,3,N/A,N/A,0,,,,,,,
13662006,Angelo,2014,Mar-29,4857941,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1053,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,90,1,20,2,within an hour,1,1,100,10,10,10,10,10,10
13669293,Valerie,2014,Mar-29,2670363,Osdorp,Halfweg,NH,1165 LZ,Netherlands,House,Entire home/apt,5,1.5,3,5,Real Bed,139,4,10,7,within an hour,1,21,98,10,10,10,10,9,10
13671408,Erik,2014,Mar-29,5609981,Bos en Lommer,Amsterdam,Noord-Holland,1055 EX,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,2,within an hour,1,1,,,,,,,
13681251,Michèle,2014,Mar-30,4128487,Oud-Noord,Amsterdam,North Holland,1033 RA,Netherlands,Boat,Private room,2,1,1,2,Real Bed,60,1,0,2,within a few hours,1,13,98,9,9,10,10,9,9
13687502,Patricia,2014,Mar-30,2673362,Centrum-West,Amsterdam,North Holland,1012 GM,Netherlands,Apartment,Entire home/apt,4,2,2,4,Real Bed,300,1,0,3,N/A,N/A,4,93,10,10,10,10,10,9
13696272,Marlijn,2014,Mar-30,2675147,Centrum-Oost,Amsterdam,North Holland,1018,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,0,2,within a day,0.86,9,96,9,9,10,10,9,9
13699686,Marieke,2014,Mar-30,2675938,Zuid,Amsterdam,North Holland,1076KT,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,45,1,0,2,within a few hours,0.74,51,93,9,9,10,10,9,9
13699686,Marieke,2014,Mar-30,5614114,Zuid,Amsterdam,Noord-Holland,1076 KT,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,45,1,0,1,within a few hours,0.74,3,90,10,10,10,10,9,10
13703056,Lieke,2014,Mar-30,2676493,Zuid,Amsterdam,North Holland,1058 SP,Netherlands,Apartment,Entire home/apt,6,2,4,4,Real Bed,200,0,0,1,within an hour,0.89,1,60,8,4,10,10,8,6
13708337,Djony & Simone,2014,Mar-30,4843833,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1056,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,175,1,0,1,within an hour,0.8,0,,,,,,,
13708337,Djony & Simone,2014,Mar-30,2677409,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,60,4,0,1,within an hour,0.8,6,87,9,9,8,9,9,9
13728968,Cynthia,2014,Mar-31,2681598,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,5,1,Real Bed,150,1,0,14,within a day,1,1,60,8,6,6,6,6,6
13729177,Romario,2014,Mar-31,5824366,Centrum-West,Amsterdam,Noord-Holland,1012 LJ,Netherlands,Apartment,Entire home/apt,5,1,3,3,Real Bed,400,1,112,1,within a few hours,1,0,,,,,,,
13730640,Theo,2014,Mar-31,2682117,Westerpark,Amsterdam,North Holland,1051 XC,Netherlands,Apartment,Entire home/apt,3,1,3,4,Real Bed,170,2,30,4,within a few hours,0.88,3,80,8,7,9,9,8,8
13734119,Peter,2014,Mar-31,2991542,Centrum-West,Amsterdam,North Holland,1017,Netherlands,Apartment,Entire home/apt,4,1,1,2,Real Bed,119,2,39,1,within a few hours,0.9,29,96,10,10,10,10,10,9
13734322,Ernst,2014,Mar-31,4467400,Centrum-West,Amsterdam,North Holland,1016 DX,Netherlands,Apartment,Entire home/apt,3,1,2,3,Real Bed,130,2,50,1,within a day,0.86,1,100,,,,,,
13737117,Ozlem,2014,Mar-31,3079844,Oostelijk Havengebied - Indische Buurt,Amsterdam,Noord-Holland,1094,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,60,1,0,3,within a day,0.6,5,76,8,8,10,9,9,9
13740250,Steven,2014,Mar-31,2684454,Centrum-West,Amsterdam,North Holland,1012 EH,Netherlands,Apartment,Entire home/apt,4,2,2,4,Real Bed,189,1,0,1,within a day,0.69,3,100,10,10,10,9,9,10
13743108,Maarten & Annuschka,2014,Mar-31,2701118,Slotervaart,Amsterdam,North Holland,1058,Netherlands,Apartment,Entire home/apt,7,1,3,7,Real Bed,199,4,30,3,within a day,0.56,3,100,9,9,9,9,7,8
13760301,Johan,2014,04-Jan,2687966,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 HK,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,99,1,20,2,N/A,N/A,7,86,8,8,9,9,9,8
13763415,Cari,2015,04-Apr,5892596,Centrum-Oost,Amsterdam,Noord-Holland,1018,Netherlands,Apartment,Private room,2,1,1,1,Real Bed,140,1,0,2,N/A,N/A,0,,,,,,,
13780257,Gjalt,2014,04-Jan,2692588,Westerpark,Amsterdam,North Holland,1013 GP,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,1,0,1,within a day,0.9,9,100,10,10,10,10,10,9
13780746,Erik,2014,04-Jan,2961854,Oud-Oost,Amsterdam,Noord-Holland,1093 MK,Netherlands,Apartment,Entire home/apt,1,1,1,2,Real Bed,50,1,0,6,within a day,1,1,100,10,10,10,10,10,10
13782476,Rianne,2014,04-Jan,3859715,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1019 DC,Netherlands,House,Entire home/apt,4,1.5,3,3,Real Bed,110,1,0,1,within a day,0.69,1,100,10,10,10,10,10,10
13787067,Marvin,2014,04-Jan,3880031,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,2,within a few hours,1,20,92,10,9,10,10,8,9
13799174,Thijl,2014,04-Feb,3748641,Westerpark,Amsterdam,North Holland,1051 XW,Netherlands,Apartment,Entire home/apt,2,1,2,1,Real Bed,99,1,0,3,within a few hours,1,1,100,8,10,10,10,8,8
13799832,Jochem,2014,04-Feb,2696109,Centrum-West,Amsterdam,North Holland,1016,Netherlands,House,Entire home/apt,6,1.5,2,3,Real Bed,300,5,25,3,within a day,0.93,12,90,9,7,10,9,10,8
13802490,Marie & Roy,2014,04-Feb,3933895,Zuid,Amsterdam,Noord-Holland,1076 PR,Netherlands,House,Entire home/apt,10,2.5,5,10,Real Bed,135,2,25,3,within an hour,1,12,87,9,8,9,10,9,9
13802490,Marie & Roy,2014,04-Feb,3927282,Centrum-Oost,Amsterdam,Noord-Holland,1017 TE,Netherlands,House,Entire home/apt,6,1,2,6,Real Bed,95,2,25,2,within an hour,1,17,80,8,9,9,10,10,8
13805063,Bas,2014,04-Feb,5666981,Oud-Oost,Amsterdam,Noord-Holland,1093 CN,Netherlands,Apartment,Entire home/apt,4,1,1,1,Real Bed,84,2,30,2,within a few hours,1,0,,,,,,,
13815992,Shari,2014,04-Feb,2781050,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 RR,Netherlands,Apartment,Entire home/apt,4,1,2,2,Real Bed,185,1,0,3,within a day,0.9,20,98,10,10,10,10,9,9
13818835,Yasmina,2014,04-Feb,2700479,Centrum-West,Amsterdam,North Holland,1016 VL,Netherlands,Apartment,Entire home/apt,3,1,1,2,Real Bed,174,2,30,2,within a few hours,1,18,90,9,9,10,9,10,9
13823916,Veerle,2014,04-Feb,3389300,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073,Netherlands,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,2,within an hour,1,23,94,9,9,10,10,10,9
13829335,Begum,2014,04-Feb,2702254,De Baarsjes - Oud-West,Amsterdam,North Holland,1053,Netherlands,Apartment,Entire home/apt,3,1,1,1,Real Bed,200,3,0,3,within an hour,1,23,96,10,9,9,10,9,9
